pre,ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC,VG_avg,VG_max,VG_sum,post
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,3,3,3,0,0,0,0.5,1,3,13,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,37,37,0,17,17,17,0,0,0,0.594594594594595,2,22,64,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,8,8,8,1,10,10,10,0,0,0,0,0,0,0,0.5,1,5,24,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,6,6,6,1,12,12,12,0,0,0,0,0,0,0,0.5,1,6,23,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,6,6,6,0,0,0,0,0,0,0,0.5,1,3,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,6,6,6,0,0,0,0,0,0,0,0.333333333333333,1,2,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,6,6,6,0,0,0,0,0,0,0,0.5,1,3,14,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.2,1,1,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0,0,0,0,0.375,2,3,11,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6,6,0,0,0,0,0,0,0,0.166666666666667,1,1,14,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.666666666666667,1,4,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,6,6,6,0,0,0,0.4,1,2,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,1,1,0,0,0,0.5,1,1,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,6,6,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,4,4,4,0,0,0,0,0,0,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,19,19,19,0,0,0,0,0,0,0,0.210526315789474,1,4,30,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,4,4,4,0,0,0,0,0,0,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0.333333333333333,1,1,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,6,6,6,0,0,0,0,0,0,13,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,0,0,0,0,0,0,0,0.25,1,1,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,2,2,2,0,0,0,0.2,1,1,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.25,1,1,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.5,1,2,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0.333333333333333,1,1,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,16,16,16,0,0,0,0,0,0,0,0.5625,1,9,25,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,4,4,0,0,0,0,0,0,0,0.5,1,2,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,14,14,14,0,0,0,0,0,0,0,0.5,1,7,24,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0.333333333333333,1,1,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0.333333333333333,1,1,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,4,4,0,0,0,0,0,0,0,0.5,1,2,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,4,4,0,0,0,0,0,0,0,0.5,1,2,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,8,8,8,0,0,0,0,0,0,0,0.5,1,4,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0.285714285714286,1,2,11,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.333333333333333,1,2,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,7,7,0,0,0,0,0,0,0,0.142857142857143,1,1,15,0,0,0,FALSE
0,0,2.67857142857143,14,75,5.07142857142857,23,142,1.39285714285714,5,39,3,3,3,0,27,27,27,1,2,2,2,1,1,1,0.642857142857143,4,18,227,1.71428571428571,7,48,FALSE
0,0,0,0,0,1.5,2,3,1,1,2,1,1,1,0,2,2,2,1,1,1,1,0,0,0,2,4,4,13,1,1,2,FALSE
0,0,0.5,1,2,1.5,3,6,1,1,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,18,1,1,4,FALSE
0,0,0.666666666666667,1,2,1.66666666666667,3,5,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,15,1,1,3,FALSE
0,0,1.58333333333333,5,19,3.08333333333333,10,37,1.25,2,15,2,2,2,0,12,12,12,1,0,0,0,0,0,0,0.166666666666667,1,2,72,1.58333333333333,3,19,FALSE
0,0,4.92857142857143,47,69,8.64285714285714,52,121,1.35714285714286,4,19,3,3,3,0,14,14,14,1,0,0,0,0,0,0,0.857142857142857,3,12,162,2.57142857142857,11,36,FALSE
0,0,1.25,3,5,2.5,5,10,1.25,2,5,1,1,1,0,4,4,4,1,0,0,0,0,0,0,1,3,4,24,1.25,2,5,FALSE
0,0,0.714285714285714,2,5,2.57142857142857,6,18,1.28571428571429,2,9,1,1,1,0,7,7,7,1,0,0,0,0,0,0,1,2,7,40,1.57142857142857,3,11,FALSE
0,0,4.7,40,47,7,50,70,1.2,2,12,1,1,1,0,10,10,10,1,0,0,0,0,0,0,1,3,10,101,2.1,11,21,FALSE
0,0,3.36363636363636,9,37,4.81818181818182,14,53,1.45454545454545,3,16,2,2,2,0,11,11,11,1,0,0,0,0,0,0,0.818181818181818,2,9,88,2.27272727272727,7,25,FALSE
0,0,5.25641025641026,22,205,7.02564102564103,22,274,1.46153846153846,3,57,8,8,8,0,39,39,39,1,0,0,0,0,0,0,1,4,39,381,2.20512820512821,12,86,FALSE
0,0,6.42857142857143,28,135,8.71428571428571,29,183,1.9047619047619,4,40,3,3,3,0,21,21,21,1,2,2,2,0,0,0,0.904761904761905,3,19,241,2.80952380952381,8,59,FALSE
0,0,6.27272727272727,20,69,8.72727272727273,24,96,1.72727272727273,3,19,2,2,2,0,11,11,11,1,0,0,0,0,0,0,0.909090909090909,3,10,133,2.72727272727273,8,30,FALSE
0,0,4.6,15,46,4.8,12,48,1.2,2,12,1,1,1,0,10,10,10,1,1,1,1,0,0,0,1,3,10,82,2.1,7,21,FALSE
0,0,4.46666666666667,15,67,7.46666666666667,27,112,1.4,4,21,4,4,4,0,15,15,15,1,0,0,0,0,0,0,0.866666666666667,3,13,159,2.66666666666667,10,40,FALSE
0,0,5.23529411764706,28,89,9.58823529411765,43,163,1.76470588235294,6,30,4,4,4,0,17,17,17,1,1,1,1,0,0,0,0.823529411764706,3,14,212,2.82352941176471,12,48,FALSE
0,0,1.66666666666667,9,60,4,25,144,1.36111111111111,3,49,7,7,7,0,35,35,35,1,0,0,0,1,1,1,1.13888888888889,4,41,242,1.97222222222222,7,71,FALSE
0,0,3.18181818181818,7,35,4.45454545454545,15,49,1.36363636363636,3,15,1,1,1,0,11,11,11,1,0,0,0,0,0,0,0.818181818181818,2,9,81,1.90909090909091,7,21,FALSE
0,0,0.857142857142857,2,6,2,4,14,1.14285714285714,2,8,2,2,2,0,7,7,7,1,0,0,0,0,0,0,0.285714285714286,1,2,35,1.71428571428571,3,12,FALSE
0,0,0.4,1,2,1.4,3,7,1,1,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.2,1,1,21,1,1,5,FALSE
0,0,0.5,1,2,1.5,3,6,1,1,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.25,1,1,18,1,1,4,FALSE
2,0,1.68181818181818,8,37,4.22727272727273,29,93,1.36363636363636,4,30,4,4,4,0,22,22,22,1,0,0,0,0,0,0,0.318181818181818,1,7,153,1.77272727272727,8,39,TRUE
0,0,0.8,3,4,1.4,3,7,0.8,1,4,3,3,3,0,5,5,5,1,0,0,0,0,0,0,1,3,5,24,1,2,5,FALSE
0,1,5.05882352941176,34,86,10.0588235294118,67,171,2.52941176470588,7,43,7,7,7,0,14,14,14,1,0,0,0,3,3,3,1.29411764705882,3,22,226,3.05882352941176,15,52,FALSE
0,0,0,0,0,1,1,2,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,10,1,1,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.25,1,1,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.25,1,1,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0.6,1,6,15,0,0,0,FALSE
0,0,5.5,10,11,6,7,12,2,2,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,2,2,4,21,6.5,9,13,FALSE
0,0,0.5,2,5,2.6,7,26,1.2,2,12,4,4,4,0,10,10,10,1,0,0,0,0,0,0,0.4,2,4,55,1.5,3,15,FALSE
0,0,0.230769230769231,1,3,1.15384615384615,4,15,1,1,13,4,4,4,0,12,12,12,1,0,0,0,1,1,1,1,4,13,50,1,1,13,FALSE
0,0,1.75,3,14,3.25,12,26,1.5,3,12,3,3,3,0,8,8,8,1,0,0,0,0,0,0,0.375,1,3,50,1.5,3,12,FALSE
0,0,1.71428571428571,9,12,7.85714285714286,17,55,2,3,14,4,4,4,0,7,7,7,1,0,0,0,0,0,0,1.28571428571429,6,9,81,2.42857142857143,5,17,FALSE
0,0,3,9,9,8.33333333333333,21,25,1.66666666666667,3,5,0,0,0,0,1.5,2,3,1,0.5,1,1,0,0,0,0.666666666666667,1,2,38,1.66666666666667,3,5,FALSE
0,0,0.764705882352941,4,13,2.11764705882353,4,36,1.17647058823529,2,20,3,4,6,0,8.5,12,17,1,1.5,3,3,0,0,0,1.47058823529412,7,25,89,1.17647058823529,2,20,FALSE
0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,2.5,5,5,12,1,1,2,FALSE
0,0,0,0,0,1.66666666666667,2,5,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,2.33333333333333,4,7,17,1,1,3,FALSE
0,0,0,0,0,1,1,7,1,1,7,0,0,0,0,7,7,7,1,3,3,3,0,0,0,0.857142857142857,3,6,35,1,1,7,FALSE
0,0,1.4,4,7,4,7,20,1.8,2,9,2,2,2,0,4,4,4,1,3,3,3,1,1,1,0.8,1,4,41,1.4,2,7,FALSE
0,0,3.425,14,137,5.675,23,227,1.5,6,60,9,9,9,0,40,40,40,1,0,0,0,0,0,0,1.35,4,54,348,1.95,7,78,FALSE
0,0,1,2,7,2.71428571428571,4,19,1.28571428571429,2,9,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0,0,0,38,1.71428571428571,3,12,FALSE
0,0,3.09090909090909,7,34,6.54545454545455,13,72,1.72727272727273,3,19,2,2,2,0,11,11,11,1,1,1,1,0,0,0,0.636363636363636,2,7,105,2.36363636363636,5,26,FALSE
0,0,3.33333333333333,10,10,4.66666666666667,11,14,1,1,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,1.66666666666667,3,5,26,1,1,3,FALSE
0,0,0.285714285714286,1,2,1.42857142857143,3,10,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,1.14285714285714,3,8,31,1.14285714285714,2,8,FALSE
0,0,2.57142857142857,7,18,4.28571428571429,15,30,1.28571428571429,3,9,4,4,4,0,7,7,7,1,0,0,0,0,0,0,0.571428571428571,3,4,57,2,7,14,FALSE
0,0,1.33333333333333,5,8,2.66666666666667,5,16,1.16666666666667,2,7,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.166666666666667,1,1,34,1.33333333333333,2,8,FALSE
0,0,2.66666666666667,6,16,4.33333333333333,9,26,1.5,2,9,3,3,3,0,5,5,5,1,0,0,0,1,1,1,0.666666666666667,2,4,48,1.66666666666667,3,10,FALSE
0,0,0.571428571428571,2,4,1.57142857142857,3,11,1,1,7,2,2,2,0,7,7,7,1,2,2,2,0,0,0,0.571428571428571,2,4,33,1,1,7,FALSE
0,0,5.125,34,369,8.93055555555556,50,643,1.875,7,135,16,16,16,0,72,72,72,1,1,1,1,0,0,0,0.986111111111111,4,71,840,3.01388888888889,13,217,FALSE
0,0,4,37,76,6.57894736842105,64,125,1.21052631578947,3,23,7,7,7,0,19,19,19,1,6,6,6,0,0,0,0.684210526315789,2,13,181,2.57894736842105,20,49,FALSE
0,0,1.92307692307692,7,25,4.23076923076923,13,55,1.23076923076923,2,16,3,3,3,0,13,13,13,1,1,1,1,0,0,0,0.923076923076923,2,12,96,1.53846153846154,3,20,FALSE
0,0,4.54545454545455,22,50,13.1818181818182,44,145,1.63636363636364,4,18,2,2,2,0,11,11,11,1,1,1,1,0,0,0,1.18181818181818,3,13,179,3.63636363636364,11,40,FALSE
0,0,3.53333333333333,23,53,9.8,38,147,1.86666666666667,3,28,3,3,3,0,15,15,15,1,3,3,3,0,0,0,0.933333333333333,2,14,188,4,13,60,FALSE
0,0,1.47058823529412,11,50,3.11764705882353,14,106,1.20588235294118,3,41,7,7,7,0,34,34,34,1,3,3,3,0,0,0,0.588235294117647,2,20,201,1.61764705882353,5,55,FALSE
0,0,6,12,12,7.5,14,15,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,2,2,4,24,2.5,4,5,FALSE
0,0,2.42857142857143,9,17,6.85714285714286,21,48,1.71428571428571,4,12,3,3,3,0,7,7,7,1,0,0,0,0,0,0,1,2,7,73,2.42857142857143,7,17,FALSE
0,0,1.72222222222222,10,31,4.5,27,81,1.33333333333333,3,24,5,5,5,0,17,17,17,1,0,0,0,1,1,1,0.777777777777778,2,14,134,2.05555555555556,8,37,FALSE
0,0,7.72727272727273,20,170,14.0909090909091,30,310,2.54545454545455,4,56,3,3,3,0,22,22,22,1,2,2,2,0,0,0,0.727272727272727,2,16,374,4.40909090909091,11,97,FALSE
0,0,1.83333333333333,4,11,4.5,9,27,1.5,3,9,1,1,1,0,6,6,6,1,1,1,1,0,0,0,1.16666666666667,2,7,49,1.83333333333333,3,11,FALSE
0,0,0,0,0,1.2,2,6,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.6,2,3,23,1,1,5,FALSE
0,0,1.33333333333333,6,8,3.33333333333333,12,20,1.33333333333333,2,8,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.166666666666667,1,1,42,1.66666666666667,3,10,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.5,1,3,11,0,0,0,FALSE
0,0,0,0,0,1,1,10,1,1,10,5,5,5,0,10,10,10,1,6,6,6,0,0,0,0.5,1,5,44,1,1,10,FALSE
0,0,5.44444444444444,9,49,8,22,72,1.77777777777778,3,16,4,4,4,0,9,9,9,1,0,0,0,0,0,0,1.66666666666667,2,15,116,3.33333333333333,8,30,FALSE
0,0,3,8,15,5.2,13,26,1.6,3,8,4,4,4,0,5,5,5,1,6,6,6,0,0,0,1.4,3,7,59,2.4,4,12,FALSE
0,0,1.2,5,12,4.5,12,45,1.3,2,13,1,1,1,0,10,10,10,1,0,0,0,0,0,0,0.5,2,5,80,1.6,4,16,FALSE
0,0,1.92307692307692,17,25,4.76923076923077,28,62,1.30769230769231,3,17,4,4,4,0,13,13,13,1,0,0,0,0,0,0,0.615384615384615,2,8,108,1.92307692307692,7,25,FALSE
0,0,1,3,6,2.33333333333333,4,14,1.16666666666667,2,7,1,1,1,0,6,6,6,1,0,0,0,0,0,0,1,3,6,34,1.16666666666667,2,7,FALSE
0,0,4.78260869565217,29,110,6.43478260869565,24,148,1.56521739130435,3,36,6,6,6,0,23,23,23,1,1,1,1,0,0,0,1.08695652173913,4,25,223,2.1304347826087,7,49,FALSE
0,0,2,6,18,3.44444444444444,7,31,1.11111111111111,2,10,2,2,2,0,9,9,9,1,0,0,0,0,0,0,1,3,9,60,1.44444444444444,3,13,FALSE
0,0,3.38095238095238,13,71,5.04761904761905,16,106,1.38095238095238,3,29,6,6,6,0,21,21,21,1,1,1,1,0,0,0,1,4,21,174,1.71428571428571,6,36,FALSE
0,0,2.81818181818182,8,31,4.72727272727273,15,52,1.45454545454545,4,16,3,3,3,0,11,11,11,1,0,0,0,0,0,0,0.818181818181818,3,9,91,1.81818181818182,5,20,FALSE
0,0,1.35,9,27,3.55,27,71,1.35,3,27,3,3,3,0,19,19,19,1,0,0,0,1,1,1,1.35,4,27,136,1.85,8,37,FALSE
0,0,2,5,16,3.25,8,26,1.25,2,10,1,1,1,0,8,8,8,1,0,0,0,0,0,0,1,3,8,52,1.5,3,12,FALSE
0,0,3.44444444444444,13,31,5.33333333333333,14,48,1.44444444444444,3,13,2,2,2,0,9,9,9,1,0,0,0,0,0,0,1,3,9,81,2,4,18,FALSE
0,0,2.88888888888889,9,26,4.44444444444444,12,40,1.44444444444444,3,13,2,2,2,0,9,9,9,1,0,0,0,0,0,0,1,3,9,70,1.77777777777778,4,16,FALSE
0,0,4.46153846153846,15,58,6.53846153846154,20,85,1.61538461538462,3,21,3,3,3,0,13,13,13,1,0,0,0,0,0,0,0.846153846153846,3,11,128,2.46153846153846,7,32,FALSE
0,0,0.428571428571429,1,3,3.57142857142857,4,25,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.428571428571429,1,3,44,1,1,7,FALSE
0,0,1.46428571428571,9,41,3.60714285714286,27,101,1.32142857142857,3,37,5,5,5,0,27,27,27,1,0,0,0,1,1,1,1.17857142857143,4,33,186,1.78571428571429,8,50,FALSE
0,0,1.2,3,6,2.6,4,13,1.2,2,6,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1.2,3,6,34,1.2,2,6,FALSE
0,0,1.76470588235294,7,30,4.17647058823529,27,71,1.41176470588235,4,24,3,3,3,0,17,17,17,1,0,0,0,0,0,0,0.352941176470588,1,6,118,1.70588235294118,7,29,FALSE
0,0,1.94444444444444,7,35,4.77777777777778,27,86,1.44444444444444,4,26,3,3,3,0,18,18,18,1,0,0,0,0,0,0,0.333333333333333,1,6,136,1.83333333333333,7,33,FALSE
0,0,3.92857142857143,22,55,15.5714285714286,62,218,1.92857142857143,4,27,5,8,10,0,7,11,14,1,0.5,1,1,0,0,0,2.07142857142857,5,29,263,6.07142857142857,23,85,FALSE
2,0,39,94,117,57,135,171,3.33333333333333,4,10,1,1,1,0,3,3,3,1,1,1,1,0,0,0,0.666666666666667,2,2,197,14.6666666666667,33,44,TRUE
0,0,0,0,0,1.6,4,8,1,1,5,3,3,3,0,5,5,5,1,0,0,0,0,0,0,0.8,4,4,25,1,1,5,FALSE
0,0,0.4,2,2,0.4,1,2,0.8,1,4,0,0,0,0,5,5,5,1,0,0,0,0,0,0,1.8,3,9,16,0.8,1,4,FALSE
0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,6,0.5,1,1,FALSE
0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,14,14,14,1,0,0,0,0,0,0,7,13,98,129,1,1,14,FALSE
0,1,2.35,13,47,10,60,200,1.55,4,31,7,7,7,0,5,5,5,1,6,6,6,1,1,1,5.7,13,114,257,2.85,19,57,FALSE
0,0,0,0,0,1.33333333333333,2,4,1,1,3,1,1,1,0,3,3,3,1,3,3,3,0,0,0,0.666666666666667,2,2,18,1,1,3,FALSE
1,0,1.5625,25,25,2.625,28,42,1,1,16,0,0,0,0,1,1,1,1,15,15,15,15,15,15,0.9375,1,15,93,1.75,13,28,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,20,0,0,0,0,0,0,0,0.85,3,17,25,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.6,2,3,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,4,4,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,9,9,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,2,2,6,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,11,0,0,0,0,0,0,0,5.18181818181818,11,57,62,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,4,4,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,12,0,0,0,0,0,0,0,1.08333333333333,4,13,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,0,0,0,0,0,0,0,7,13,98,103,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,7.16666666666667,12,43,52,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,13,13,13,1,15,15,15,0,0,0,0,0,0,0,0.0666666666666667,1,1,34,0,0,0,FALSE
0,0,0,0,0,0.2,2,2,0,0,0,19,19,19,1,10,10,10,0,0,0,0,0,0,0,0,0,0,33,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,2.4,6,24,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0,0,0,0,0,0,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,38,38,0,0,0,0,0,0,41,0,0,0,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,31,31,0,0,0,0,0,0,0,0.967741935483871,3,30,50,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,FALSE
1,0,0,0,0,0.3,1,3,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0.1,1,1,13,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0,0,0,0,0.5,2,4,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,11,0,1,1,1,0,0,0,0.545454545454545,4,6,16,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,8,8,8,1,13,13,13,0,0,0,0,0,0,0,1.53846153846154,5,20,32,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.25,1,1,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.75,1,3,7,0,0,0,FALSE
